label,cat_3,value,cat_6,num_date_review,location_id,cat_8,cat_10,cat_11,com_type,cat_12,unknown_var_7,unknown_var_8,unknown_var_9,unknown_var_13,unknown_var_17,social_friend_count,delta_time,delta_date,age
0,L,4000000.0,L,54.0,L,M,M,L,M,M1,,,,0.44,717.0,1816.0,0.205,183.0,35.0
0,L,3460800.0,L,48.0,L,L,M,L,M,L,29.0,35.31769983,-4.608695652,0.35,1431.0,196.0,0.707,366.0,44.0
1,L,4260000.0,L,20.0,L,L,L,L,L,M1,89.0,100.1134357,-14.8,0.49,,,0.303,1220.0,34.0
0,L,4200000.0,L,9.0,L,M,L,L,L,L,99.0,70.00357134,49.5,0.49,,0.0,0.0,1550.0,33.0
0,L,3910615.0,L,1.0,L,L,M,L,M,L,,,,0.43,,,1.209,1801.0,33.0
0,L,1490000.0,L,0.0,L,L,M,M,M,L,26.0,47.72141378,-12.66666667,0.12,1797.0,,0.003,1853.0,33.0
0,,,,,,,,,,,24.0,4.91890762,1.25,,,,,,
0,L,3966000.0,L,1.0,L,L,M,L,M,L,,,,0.43,,,0.188,1779.0,33.0
1,L,4920000.0,L,12.0,L,L,L,L,L,S1,27.0,11.33578405,12.0,0.76,709.0,,0.028,1457.0,27.0
0,,,,,,,,,,,51.0,14.43375673,6.25,,,,,,
1,L,1390000.0,L,73.0,L,L,M1,M,S1,L,114.0,127.2569579,-8.333333333,0.08,,,0.014,-388.0,32.0
0,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,1.0,0.707106781,0.5,,,,,,
0,,,,,,,,,,,,,,,3635.0,,,,
0,,,,,,,,,,,0.0,0.0,0.0,,335.0,0.0,,,
1,,,,,,,,,,,43.0,16.26345597,31.5,,,386.0,,,
0,L,1390000.0,L,0.0,L,L,L,M,L,M1,120.0,41.87715879,16.625,0.08,,,0.0,1825.0,26.0
0,,,,,,,,,,,21.0,33.43244788,-4.142857143,,,,,,
0,L,2239200.0,L,24.0,L,L,M,M1,M,L,,,,0.28,,,0.0,1085.0,26.0
1,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,21.0,6.860515044,5.2,,358.0,,,,
1,,,,,,,,,,,46.0,55.26119796,-2.6,,1820.0,,,,
0,L,4260000.0,L,7.0,L,L,L,L,L,L,12.0,6.658328118,4.333333333,0.49,1093.0,,0.872,1616.0,27.0
0,M,847000.0,L,9.0,L,L,M,M,,L,117.0,66.68583058,40.0,0.01,2190.0,,0.0,1547.0,26.0
0,,,,,,,,,,,36.0,17.43559577,14.0,,,,,,
0,,,,,,,,,,,24.0,11.40175425,7.0,,,,,,
1,,,,,,,,,,,1.0,0.577350269,0.5,,,,,,
0,L,4699460.0,L,117.0,L,M1,M,L,S,L,3.0,1.224744871,1.0,0.69,4004.0,0.0,0.004,-1459.0,38.0
1,,,,,,,,,,,17.0,98.81464129,-75.5,,,,,,
0,L,973000.0,L,12.0,L,L,M1,M,S1,,8.0,23.2880513,-8.333333333,0.03,1433.0,,0.0,1452.0,28.0
0,,,,,,,,,,,29.0,12.17579566,6.666666667,,,,,,
0,M,695000.0,L,0.0,L,L,M,M,,L,203.0,185.0009009,17.66666667,0.0,-3.0,,11.735,1823.0,47.0
0,,,,,,,,,,,8.0,4.0,4.0,,-15.0,14.0,,,
0,,,,,,,,,,,,,,,340.0,,,,
1,L,1490000.0,L,39.0,L,L,M1,M,S1,L,,,,0.12,722.0,0.0,0.003,640.0,40.0
0,L,4258600.0,L,38.0,L,L,L,L,L,L,23.0,,23.0,0.49,7300.0,4050.0,212.06,662.0,51.0
1,,,,,,,,,,,,,,,340.0,,,,
0,,,,,,,,,,,1.0,,1.0,,,,,,
0,,,,,,,,,,,4.0,19.92597137,-3.482758621,,,,,,
1,L,8461710.0,L,316.0,L,M,M1,L,S1,L,,,,0.94,,,0.884,-1642.0,51.0
0,,,,,,,,,,,36.0,12.72137309,7.0,,,,,,
1,M,1043000.0,L,13.0,L,L,M,M,M,L,22.0,7.482201102,5.375,0.05,1808.0,,0.028,1422.0,29.0
0,L,1717500.0,L,0.0,L,L,L,M1,L,S1,90.0,29.82076085,10.55555556,0.27,3262.0,,0.0,,33.0
1,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,41.0,21.07014614,-1.392857143,,,,,,
1,L,4201000.0,L,36.0,L,L,M,L,M,M1,,,,0.49,1824.0,,13.674,743.0,32.0
0,,,,,,,,,,,108.0,114.587303,-9.75,,,,,,
0,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,17.0,6.46529195,9.6,,708.0,,,,
0,L,,L,0.0,L,L,L,L,L,M1,,,,0.0,,,0.0,,31.0
0,,,,,,,,,,,23.0,57.98275606,-18.0,,,,,,
1,,,,,,,,,,,46.0,15.84508336,16.66666667,,,,,,
1,,,,,,,,,,,0.0,,0.0,,714.0,,,,
1,,,,,,,,,,,5.0,58.68986284,-36.5,,,,,,
1,,,,,,,,,,,29.0,2.828427125,27.0,,1070.0,,,,
0,,,,,,,,,,,21.0,12.72792206,12.0,,,,,,
0,L,1390000.0,L,12.0,M1,M,M,S1,S,M,,,,0.08,1798.0,,0.747,1467.0,25.0
0,L,,L,16.0,L,L,L,L,L,L,11.0,4.65832588,2.8,0.0,,,0.003,1319.0,26.0
1,L,894000.0,L,0.0,L,L,L,M,L,L,39.0,25.45584412,21.0,0.01,,,0.007,1852.0,27.0
1,,,,,,,,,,,,,,,,,,,
1,L,4700000.0,L,10.0,L,M,L,L,L,M1,-47.0,,-47.0,0.71,-18.0,,0.017,1495.0,31.0
0,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,11.0,,11.0,,,,,,
1,,,,,,,,,,,11.0,46.71577503,-12.0,,,,,,
1,,,,,,,,,,,0.0,,0.0,,,,,,
0,L,5000000.0,L,16.0,L,M,M,L,M,L,,,,0.77,3265.0,,52.615,1283.0,31.0
1,L,1490000.0,L,0.0,L,L,M,M,M,L,1.0,0.707106781,0.5,0.12,,,0.003,1813.0,36.0
1,,,,,,,,,,,17.0,4.612843496,2.275862069,,,,,,
0,L,695000.0,L,36.0,L,L,M,M,M,L,39.0,19.5,9.75,0.0,5097.0,,0.007,722.0,42.0
1,L,2460000.0,L,0.0,L,L,M,M1,M,L,15.0,4.242640687,12.0,0.28,2549.0,,0.0,,28.0
1,,,,,,,,,,,,,,,,,,,
1,L,6965000.0,L,27.0,L,L,L,L,L,M1,120.0,84.14570696,60.5,0.91,2899.0,,0.003,1017.0,32.0
0,L,1300000.0,L,0.0,L,L,M,M,M,L,25.0,9.782637681,11.2,0.08,1799.0,,49.649,1817.0,29.0
0,,,,,,,,,,,15.0,,15.0,,,,,,
0,L,4375000.0,L,5.0,L,L,L,L,L,L,19.0,10.44030651,7.0,0.52,,,4.488,1677.0,25.0
1,L,4475000.0,L,12.0,L,M,L,L,L,M,,,,0.6,1808.0,,25.649,1468.0,38.0
0,,,,,,,,,,,,,,,1801.0,,,,
1,,,,,,,,,,,103.0,71.4177849,52.5,,355.0,0.0,,,
0,,,,,,,,,,,0.0,,0.0,,,0.0,,,
0,,,,,,,,,,,1.0,5.507570547,-2.666666667,,,0.0,,,
0,L,4695200.0,L,10.0,L,L,M,L,M,S1,1.0,,1.0,0.69,,,0.057,1524.0,25.0
0,L,2154200.0,L,0.0,L,L,M,M1,M,M,24.0,,24.0,0.27,,,153.567,,34.0
0,,,,,,,,,,,60.0,41.01219331,31.0,,,1.0,,,
1,,,,,,,,,,,0.0,0.0,0.0,,,,,,
0,,,,,,,,,,,-16.0,,-16.0,,,,,,
0,,,,,,,,,,,0.0,0.0,0.0,,,,,,
1,L,6053870.0,L,178.0,L,M1,M1,L,S1,L,26.0,45.61223729,-5.857142857,0.87,3650.0,,0.097,-1458.0,41.0
0,L,1490000.0,L,12.0,M,M,M,S,M,M,,,,0.12,,,0.0,1469.0,25.0
0,,,,,,,,,,,37.0,10.81106474,5.571428571,,,,,,
1,L,5000000.0,L,2.0,L,L,L,L,L,,44.0,110.8106493,-33.0,0.77,,,0.0,1757.0,26.0
0,L,4472000.0,L,54.0,L,L,L,L,L,L,,,,0.6,,0.0,132.184,191.0,32.0
1,,,,,,,,,,,31.0,29.80364311,-2.428571429,,,,,,
0,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,19.0,74.87489566,-26.25,,,,,,
0,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,
0,L,4505000.0,L,0.0,L,L,L,L,L,S1,1.0,,1.0,0.62,1447.0,1.0,1.235,1817.0,36.0
1,,,,,,,,,,,16.0,7.0,7.5,,,1.0,,,
0,L,4260000.0,L,45.0,L,L,L,L,L,L,76.0,30.40559159,54.5,0.49,,0.0,0.003,468.0,37.0
1,,,,,,,,,,,,,,,3279.0,,,,
0,L,556000.0,L,55.0,L,L,M,M,,L,15.0,64.56263109,-24.5,0.0,,,0.003,185.0,32.0
1,,,,,,,,,,,,,,,729.0,0.0,,,
1,,,,,,,,,,,,,,,2164.0,,,,
0,,,,,,,,,,,1.0,,1.0,,,11.0,,,
0,L,6142000.0,L,12.0,L,L,M,L,M,L,1.0,,1.0,0.88,,0.0,0.012,1440.0,29.0
0,,,,,,,,,,,,,,,361.0,,,,
0,,,,,,,,,,,23.0,7.077493136,4.5,,,,,,
0,M,484000.0,L,12.0,L,L,L,M,L,M1,12.0,5.686240703,5.666666667,0.0,2900.0,,0.0,,30.0
1,,,,,,,,,,,8.0,19.28730152,-6.0,,,33.0,,,
1,L,6837610.0,L,196.0,L,M,M,L,S,L,,,,0.9,4009.0,1.0,0.041,-1450.0,45.0
1,,,,,,,,,,,16.0,6.25299928,4.5,,,,,,
1,L,4300000.0,L,25.0,L,L,M,L,M,S1,,,,0.52,,,0.0,1039.0,27.0
1,,,,,,,,,,,1.0,,1.0,,3639.0,,,,
1,,,,,,,,,,,,,,,,0.0,,,
0,L,3932250.0,L,10.0,L,M,L,L,L,L,52.0,24.58319209,23.66666667,0.43,1823.0,,28.331,,30.0
1,,,,,,,,,,,60.0,14.7,4.56,,,,,,
0,,,,,,,,,,,,,,,,,,,
1,L,1490000.0,L,5.0,M1,M,M1,L,S1,M,,,,0.12,,,2.958,1656.0,35.0
1,L,4605000.0,L,21.0,L,L,M,L,S,L,13.0,3.511884584,9.666666667,0.69,1081.0,,8.411,1188.0,42.0
0,,,,,,,,,,,133.0,136.568664,,,352.0,7.0,,,
0,,,,,,,,,,,,,,,3633.0,,,,
1,L,4500000.0,L,1.0,L,L,L,L,L,S1,,,,0.62,,0.0,0.699,1795.0,30.0
0,,,,,,,,,,,,,,,,,,,
0,L,2771400.0,L,7.0,L,M,L,L,L,L,0.0,98.72689603,-57.0,0.29,,,3.783,1581.0,25.0
1,,,,,,,,,,,50.0,13.7113092,5.0,,,,,,
1,M,3980000.0,L,161.0,L,L,L,L,L,M1,23.0,52.94021786,-11.0,0.43,3628.0,,17.231,-1632.0,45.0
0,,,,,,,,,,,10.0,3.450277056,1.823529412,,,,,,
0,,,,,,,,,,,71.0,,71.0,,,,,,
0,,,,,,,,,,,-44.0,,-44.0,,353.0,,,,
0,,,,,,,,,,,0.0,,0.0,,,,,,
1,,,,,,,,,,,10.0,18.7705443,-1.333333333,,,0.0,,,
1,,,,,,,,,,,2.0,0.894427191,0.4,,,,,,
1,,,,,,,,,,,-79.0,,-79.0,,,,,,
1,,,,,,,,,,,2.0,,2.0,,,,,,
1,L,3995000.0,L,9.0,L,L,S1,L,S1,L,3.0,1.527525232,1.333333333,0.43,,0.0,0.065,1556.0,36.0
1,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,0.0,,,
0,,,,,,,,,,,12.0,38.22302971,-13.0,,,16.0,,,
0,L,3317000.0,L,0.0,L,L,M,L,M,L,0.0,125.8650071,-89.0,0.33,1436.0,1461.0,0.0,,36.0
0,,,,,,,,,,,1.0,0.707106781,0.5,,,,,,
1,,,,,,,,,,,4.0,1.643167673,1.5,,,,,,
1,L,6597000.0,L,125.0,L,L,L,L,L,S1,,,,0.89,3992.0,298.0,10.066,-1449.0,38.0
0,,,,,,,,,,,14.0,6.480740698,7.0,,,,,,
0,,,,,,,,,,,,,,,,0.0,,,
0,L,1390000.0,L,55.0,M1,M,L,S,L,L,,,,0.08,,14.0,0.001,145.0,26.0
0,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,0.0,,0.0,,3642.0,,,,
0,,,,,,,,,,,4.0,1.732050808,1.0,,2167.0,,,,
1,,,,,,,,,,,52.0,104.6549887,-18.0,,-24.0,,,,
1,L,4473000.0,L,0.0,L,L,L,L,L,L,4.0,45.6216323,-23.33333333,0.6,350.0,0.0,0.824,1793.0,26.0
0,M,4260000.0,L,42.0,L,L,L,L,L,L,-88.0,,-88.0,0.49,,0.0,0.025,546.0,28.0
0,L,3486600.0,L,9.0,L,S,M,L,M,L,2.0,0.707106781,1.5,0.35,2536.0,,0.0,1534.0,32.0
0,,,,,,,,,,,1.0,0.5,0.25,,,,,,
1,L,2760000.0,L,57.0,L,L,M1,L,S1,L,67.0,47.37615434,33.5,0.29,,,111.065,-15.0,38.0
0,L,4470000.0,L,47.0,L,M,M,L,M,L,,,,0.6,3634.0,0.0,0.169,403.0,37.0
0,,,,,,,,,,,50.0,51.33679642,-2.333333333,,,,,,
0,L,2771400.0,L,22.0,L,M,M,L,M,L,-48.0,,-48.0,0.29,,0.0,0.0,1078.0,27.0
0,L,1490000.0,L,26.0,L,L,L,M,L,M1,0.0,0.0,0.0,0.12,,,0.204,1023.0,30.0
1,,,,,,,,,,,0.0,0.0,0.0,,,3.0,,,
0,L,7094000.0,L,85.0,L,L,L,L,L,M1,12.0,47.37615434,-21.5,0.91,,,0.036,-756.0,32.0
1,,,,,,,,,,,,,,,,,,,
0,L,3700000.0,L,48.0,L,L,M,L,M,M1,,,,0.39,,,0.232,368.0,33.0
1,,,,,,,,,,,30.0,31.64927189,-3.53125,,,,,,
0,L,1490000.0,L,24.0,L,L,M,M,S,L,6.0,1.799470822,0.666666667,0.12,-4.0,,0.0,,28.0
1,,,,,,,,,,,4.0,2.0,1.0,,,0.0,,,
1,L,8392200.0,L,0.0,L,L,L,L,L,M1,,,,0.94,,,0.156,1820.0,32.0
1,L,1717500.0,L,0.0,L,L,L,M1,L,S1,0.0,,0.0,0.27,3262.0,,0.0,,33.0
0,L,1390000.0,L,0.0,L,L,M,M,,L,11.0,4.711687596,3.8,0.08,,,0.0,1844.0,29.0
0,L,780000.0,L,0.0,L,L,M,M,,L,28.0,,28.0,0.0,,,40.731,1841.0,35.0
0,L,4660000.0,L,27.0,L,L,L,L,L,L,,,,0.69,,,0.015,1005.0,24.0
0,L,1390000.0,L,8.0,M1,M,S1,L,S1,L,,,,0.08,,,0.0,1602.0,34.0
0,L,1390000.0,L,123.0,L,L,L,M,L,L,199.0,233.3452378,34.0,0.08,,,0.024,-1527.0,34.0
0,,,,,,,,,,,0.0,,0.0,,-15.0,14.0,,,
0,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,0.0,,,
1,,,,,,,,,,,9.0,15.62449999,-4.125,,,,,,
0,L,2418000.0,L,20.0,L,L,L,M1,L,S1,33.0,75.29718897,-13.5,0.28,334.0,0.0,0.0,1220.0,29.0
0,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,15.0,6.363961031,10.5,,2549.0,2910.0,,,
0,L,3753000.0,L,0.0,L,L,M,L,M,L,8.0,,8.0,0.39,2546.0,,16.215,1809.0,36.0
1,,,,,,,,,,,85.0,,85.0,,,,,,
1,M,4259000.0,L,6.0,L,L,L,L,L,L,25.0,7.505553499,16.33333333,0.49,,16.0,0.0,1641.0,42.0
0,,,,,,,,,,,54.0,36.82404821,-2.3,,-7.0,15.0,,,
1,,,,,,,,,,,-82.0,,-82.0,,,9.0,,,
0,,,,,,,,,,,,,,,705.0,,,,
0,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,99.0,70.00357134,49.5,,,,,,
0,L,973000.0,L,0.0,L,L,M,M,M,L,5.0,2.121320344,3.5,0.03,,,0.006,1843.0,43.0
1,,,,,,,,,,,,,,,,158.0,,,
1,,,,,,,,,,,,,,,,,,,
0,L,1390000.0,L,27.0,M1,M1,L,S1,L,L,27.0,10.66770828,12.4,0.08,1076.0,,0.765,996.0,24.0
0,,,,,,,,,,,38.0,21.21320344,23.0,,,0.0,,,
0,L,4600000.0,L,24.0,L,L,L,L,L,L,,,,0.69,348.0,,0.266,1082.0,25.0
1,,,,,,,,,,,24.0,25.50297117,-3.192307692,,,,,,
0,,,,,,,,,,,,,,,342.0,,,,
0,,,,,,,,,,,62.0,37.4766594,35.5,,,,,,
0,L,3530000.0,L,14.0,L,L,M,L,M,L,2.0,0.0,2.0,0.35,1818.0,67.0,1.667,1403.0,27.0
0,,,,,,,,,,,,,,,727.0,,,,
0,,,,,,,,,,,,,,,,,,,
1,M,4550000.0,L,3.0,L,L,L,L,L,L,5.0,0.707106781,4.5,0.62,,0.0,0.0,1705.0,32.0
1,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,59.0,15.36948446,5.7,,,,,,
1,L,3290000.0,L,85.0,L,L,L,L,L,L,51.0,39.22766274,-1.142857143,0.32,3997.0,,9.016,-764.0,34.0
0,,,,,,,,,,,9.0,6.363961031,4.5,,1460.0,,,,
0,,,,,,,,,,,55.0,16.21704117,8.416666667,,,,,,
0,,,,,,,,,,,216.0,92.11128601,-6.214285714,,,,,,
0,L,4607000.0,L,95.0,L,M,L,L,L,M1,0.0,,0.0,0.69,2914.0,,234.467,-1067.0,30.0
0,L,3031200.0,L,63.0,L,L,L,M1,L,S1,104.0,60.044428,34.66666667,0.3,2177.0,,0.032,-100.0,28.0
0,L,4500000.0,L,107.0,L,L,L,L,L,M1,,,,0.62,4008.0,,5.094,-1432.0,41.0
0,L,4650000.0,L,5.0,L,L,L,L,L,L,121.0,48.42175819,22.33333333,0.69,724.0,,9.755,1670.0,34.0
0,L,1390000.0,L,0.0,L,L,M,M,M,L,4.0,1.914854216,1.5,0.08,2172.0,,31.765,1855.0,44.0
0,,,,,,,,,,,60.0,14.26616043,4.76,,,,,,
0,,,,,,,,,,,10.0,,10.0,,717.0,,,,
0,L,4935000.0,L,28.0,L,M,M,L,M,L,28.0,63.67260007,-16.2,0.76,,14.0,265.953,960.0,48.0
0,,,,,,,,,,,,,,,,0.0,,,
0,L,1390000.0,L,12.0,M1,M,M1,L,S1,L,11.0,4.324349662,2.5,0.08,2537.0,,249.662,1448.0,28.0
0,L,4696230.0,L,12.0,L,L,M,L,S,L,3.0,,3.0,0.69,3259.0,,11.533,1391.0,28.0
1,,,,,,,,,,,9.0,4.086563348,2.8,,,,,,
0,,,,,,,,,,,105.0,46.95742753,21.0,,2903.0,,,,
0,,,,,,,,,,,10.0,34.33678047,-6.166666667,,,,,,
0,,,,,,,,,,,14.0,4.582575695,10.0,,,0.0,,,
1,,,,,,,,,,,,,,,1443.0,,,,
0,,,,,,,,,,,,,,,,,,,
0,L,4180000.0,L,32.0,L,L,L,L,L,L,64.0,105.9948898,-23.75,0.48,1820.0,,0.262,842.0,46.0
1,L,4472600.0,L,7.0,L,M,L,L,L,M,5.0,3.535533906,2.5,0.6,2545.0,0.0,150.962,1421.0,31.0
0,,,,,,,,,,,,,,,,,,,
0,L,3777100.0,L,10.0,L,L,M,L,M,L,140.0,98.99494937,70.0,0.39,1079.0,0.0,27.419,1510.0,28.0
1,,,,,,,,,,,40.0,8.755921074,3.115384615,,,,,,
1,L,1490000.0,L,0.0,L,L,M,M,M,M,14.0,8.082903769,4.666666667,0.12,,,6.667,1843.0,35.0
0,L,3777100.0,L,14.0,L,L,M,L,M,L,26.0,9.864076237,10.6,0.39,1082.0,,8.821,1408.0,29.0
0,,,,,,,,,,,0.0,17.55467649,-7.166666667,,,,,,
1,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,20.0,29.68725877,-5.0,,1431.0,,,,
0,,,,,,,,,,,33.0,79.20648122,-13.5,,717.0,18.0,,,
1,L,,L,0.0,L,L,L,L,L,L,,,,0.0,3284.0,,0.0,,32.0
1,L,1490000.0,L,0.0,L,L,L,M,L,L,,,,0.12,1085.0,,0.753,1850.0,35.0
1,L,4700000.0,L,11.0,L,L,L,L,L,L,17.0,112.4299782,-62.5,0.71,,262.0,289.792,1500.0,28.0
0,,,,,,,,,,,,,,,,,,,
0,L,1390000.0,L,0.0,L,L,L,M,L,L,4.0,55.15432893,-35.0,0.08,,,0.0,1853.0,37.0
1,,,,,,,,,,,0.0,,0.0,,3994.0,95.0,,,
1,L,2756500.0,L,0.0,L,M,L,L,L,L,,,,0.29,1801.0,,0.0,,29.0
0,,,,,,,,,,,,,,,,2.0,,,
0,,,,,,,,,,,0.0,0.0,0.0,,701.0,,,,
0,,,,,,,,,,,24.0,58.32552329,-13.33333333,,,,,,
0,L,695000.0,L,24.0,L,L,M,M,M,L,4.0,1.922609833,1.375,0.0,2900.0,,1.933,1124.0,40.0
0,,,,,,,,,,,0.0,35.21836642,-20.33333333,,,,,,
0,L,1490000.0,L,12.0,L,L,M,M,M,L,0.0,0.0,0.0,0.12,3274.0,,3.077,1453.0,42.0
0,L,1210000.0,L,0.0,M1,M,L,S1,L,L,,,,0.08,1088.0,0.0,0.0,,26.0
0,,,,,,,,,,,5.0,,5.0,,,,,,
0,L,4500000.0,L,11.0,L,M,L,L,L,L,0.0,,0.0,0.62,,3378.0,0.019,1483.0,34.0
0,M,4950000.0,L,7.0,L,L,L,L,L,L,2.0,1.414213562,1.0,0.76,3993.0,,0.042,1302.0,43.0
1,L,894000.0,L,0.0,L,L,L,M,L,L,0.0,,0.0,0.01,-23.0,,0.064,1836.0,25.0
0,,,,,,,,,,,,,,,2534.0,,,,
0,,,,,,,,,,,6.0,2.683281573,3.8,,,0.0,,,
1,,,,,,,,,,,41.0,30.72577637,-1.64,,,,,,
0,,,,,,,,,,,2.0,1.414213562,1.0,,,207.0,,,
1,L,3486600.0,L,41.0,L,M1,L,L,L,L,35.0,24.74873734,17.5,0.35,2893.0,,0.224,582.0,35.0
0,L,2135212.0,L,0.0,L,L,M,L,M,L,13.0,5.377421935,6.25,0.27,,,0.0,,37.0
1,M,3114100.0,L,195.0,L,M,M1,L,S1,M1,,,,0.31,3631.0,4.0,0.0,-1455.0,41.0
0,L,1390000.0,L,0.0,M1,M1,M,S1,M,M,,,,0.08,,21.0,0.0,1786.0,23.0
1,,,,,,,,,,,45.0,58.33263605,-12.875,,1081.0,,,,
0,L,4258600.0,L,23.0,L,M,L,L,L,M1,5.0,2.250925735,1.666666667,0.49,2895.0,309.0,2.724,1129.0,30.0
0,M,5437000.0,L,75.0,L,L,L,L,L,L,4.0,95.84536156,-52.33333333,0.83,,,0.033,-459.0,40.0
0,L,1490000.0,L,12.0,L,L,M,M,S,L,30.0,70.32306402,-24.66666667,0.12,,,0.002,1463.0,30.0
1,,,,,,,,,,,22.0,7.664854858,4.0,,,,,,
0,,,,,,,,,,,38.0,18.83923211,9.75,,1070.0,0.0,,,
0,,,,,,,,,,,,,,,,16.0,,,
1,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,1086.0,,,,
0,L,5914000.0,L,1.0,L,L,L,L,L,S,3.0,,3.0,0.86,,210.0,0.0,1772.0,35.0
0,,,,,,,,,,,39.0,22.23360819,13.33333333,,,,,,
0,L,5000000.0,L,12.0,L,L,L,L,L,L,22.0,10.53169819,6.25,0.77,,,13.793,1460.0,33.0
1,L,894000.0,L,37.0,L,L,M,M,S,L,,,,0.01,1455.0,,0.002,709.0,25.0
1,L,834000.0,L,50.0,L,L,L,M,L,L,,,,0.01,,182.0,0.005,313.0,33.0
0,,,,,,,,,,,10.0,39.98482914,-7.826086957,,,,,,
0,,,,,,,,,,,,,,,,,,,
0,L,4013000.0,L,0.0,L,L,L,L,L,S1,11.0,5.033222957,4.0,0.44,1072.0,53.0,0.0,1813.0,28.0
0,,,,,,,,,,,1.0,0.707106781,0.5,,,4.0,,,
0,,,,,,,,,,,2.0,1.414213562,1.0,,,,,,
0,,,,,,,,,,,40.0,123.5597022,-102.0,,,,,,
1,,,,,,,,,,,39.0,19.05255888,10.5,,,,,,
0,L,4472600.0,L,0.0,L,L,L,L,L,S,0.0,0.0,0.0,0.6,1072.0,2762.0,0.0,1803.0,32.0
0,L,695000.0,L,24.0,L,L,L,M,L,L,,,,0.0,1442.0,,0.0,1114.0,59.0
1,L,2963610.0,L,183.0,L,M,L,L,L,M1,8.0,64.34671709,-37.5,0.3,4014.0,,0.17,-1642.0,43.0
1,L,9146000.0,L,43.0,L,L,L,L,L,L,12.0,14.63898904,-1.5,0.95,,,1.0,519.0,31.0
1,,,,,,,,,,,131.0,86.97413409,69.5,,,0.0,,,
1,,,,,,,,,,,66.0,28.09448344,16.6,,2901.0,,,,
0,,,,,,,,,,,,,,,,,,,
1,L,3963400.0,L,120.0,L,M1,M1,L,S1,L,67.0,38.0930036,,0.43,4004.0,,372.234,-1454.0,38.0
0,,,,,,,,,,,10.0,43.84062043,-21.0,,1072.0,,,,
1,,,,,,,,,,,0.0,127.2792206,-90.0,,,,,,
1,L,726000.0,L,0.0,L,L,M,M,M,L,,,,0.0,,,0.0,,29.0
1,L,5511660.0,L,48.0,L,L,L,M1,L,S1,39.0,69.25556536,-16.33333333,0.84,1806.0,,0.618,371.0,35.0
1,,,,,,,,,,,30.0,31.64927189,-3.53125,,,,,,
0,,,,,,,,,,,,,,,1434.0,4673.0,,,
1,,,,,,,,,,,34.0,11.59022577,21.66666667,,,161.0,,,
1,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,9.0,3.535533906,6.5,,2547.0,88.0,,,
1,,,,,,,,,,,,,,,-4.0,,,,
0,,,,,,,,,,,22.0,10.5039675,6.5,,,,,,
0,,,,,,,,,,,0.0,,0.0,,,366.0,,,
0,L,3655000.0,L,21.0,L,L,M,L,M,L,24.0,16.97056275,12.0,0.38,,0.0,1.672,1191.0,34.0
0,,,,,,,,,,,,,,,,1.0,,,
0,L,973000.0,L,0.0,L,L,M,M,M,L,28.0,9.018499506,18.66666667,0.03,2530.0,,1.341,1846.0,36.0
0,,,,,,,,,,,,,,,,1.0,,,
0,,,,,,,,,,,,,,,,,,,
1,L,2131400.0,L,17.0,L,L,M,M1,,S,59.0,,59.0,0.27,,0.0,77.458,1296.0,24.0
0,L,4260000.0,L,41.0,L,L,L,L,L,S,,,,0.49,2535.0,,7.059,584.0,34.0
0,,,,,,,,,,,,,,,,,,,
0,L,3978300.0,L,77.0,L,M,L,L,L,L,200.0,,200.0,0.43,,,12.767,-505.0,35.0
0,,,,,,,,,,,23.0,10.2859127,4.6,,2907.0,,,,
0,L,3472000.0,L,80.0,L,L,M,L,M,M1,8.0,50.96403961,-25.33333333,0.35,,1253.0,0.001,-605.0,33.0
0,M,4205000.0,L,16.0,L,L,M,L,M,S,3.0,,3.0,0.49,,0.0,0.019,1344.0,26.0
0,L,3478000.0,L,31.0,L,L,M,L,M,L,,,,0.35,2546.0,0.0,0.212,886.0,31.0
0,L,3942000.0,L,7.0,L,M,L,L,L,L,57.0,112.1349633,-63.25,0.43,,,0.867,1624.0,29.0
1,,,,,,,,,,,,,,,,,,,
1,L,4442250.0,L,0.0,L,L,L,L,L,L,31.0,,31.0,0.6,,,0.0,1801.0,44.0
1,L,4880000.0,L,1.0,L,L,L,L,L,L,,,,0.74,3642.0,,0.174,1771.0,33.0
1,,,,,,,,,,,3.0,100.7587879,-56.66666667,,,0.0,,,
0,L,4473000.0,L,18.0,L,L,L,L,L,L,,,,0.6,2555.0,,0.876,1278.0,29.0
